,Id,FPYear,EDegree,GMSalary,GLArea,HChildren,CMValue,CRate,PMotor,PHousehold,PHealth,PLife,PCompensations
3830,3831,1996.0,3 - BSc/MSc,5335.0,2.0,1.0,-33.0,1.01276568583647,417.08,78.35,121.58,13.67,-4.0
3831,3832,1992.0,1 - Basic,2424.0,1.0,1.0,159.59,0.722754580955242,114.02,92.25,309.28,70.57,79.68
3832,3833,1995.0,4 - PhD,2667.0,4.0,1.0,9.45000000000005,0.947680157946693,205.04,64.45,254.16,34.45,100.35
3833,3834,1975.0,3 - BSc/MSc,7858.0,1.0,0.0,449.87,0.227300833116376,463.42,9.45,119.91,9.89,11.89
3834,3835,1984.0,2 - High School,6666.0,1.0,1.0,463.98,0.355689664259738,205.26,201.15,227.82,82.57,42.12
3835,3836,1988.0,1 - Basic,2881.0,3.0,0.0,495.09,0.556947899274202,97.02,717.35,143.47,197.26,18.78
3836,3837,1994.0,3 - BSc/MSc,3576.0,3.0,1.0,100.35,0.821102357709653,456.42,133.35,82.35,-4.0,32.56
3837,3838,1994.0,3 - BSc/MSc,3674.0,4.0,1.0,502.1,0.23448936911816,523.21,104.45,55.01,1.0,4.89
3838,3839,1984.0,2 - High School,2763.0,2.0,1.0,-44.5600000000001,1.0276740237691,177.7,152.25,320.95,19.56,36.34
3839,3840,1986.0,2 - High School,4001.0,4.0,1.0,-85.8999999999998,1.08546528762087,350.29,138.35,163.03,27.45,33.45
3840,3841,1996.0,3 - BSc/MSc,2815.0,4.0,1.0,-43.78,1.02650408569372,331.62,123.35,165.92,34.45,53.23
3841,3842,1988.0,2 - High School,6192.0,1.0,1.0,406.08,0.408409727177911,439.86,153.35,92.13,8.78,34.56
3842,3843,1981.0,2 - High School,4206.0,2.0,1.0,181.15,0.725104011094517,242.49,206.15,266.16,33.34,1.78
3843,3844,1988.0,3 - BSc/MSc,7943.0,1.0,0.0,221.71,0.781326171546078,263.16,657.9,139.36,42.12,25.67
3844,3845,1982.0,1 - Basic,2330.0,4.0,1.0,29.79,0.948782904576728,52.9,603.45,71.68,1.89,339.84
3845,3846,1991.0,2 - High School,7846.0,2.0,0.0,182.82,0.804614343198827,127.47,609.55,156.03,45.12,125.47
3846,3847,1998.0,2 - High School,5102.0,1.0,1.0,-83.11,1.10642857142857,492.65,-35.0,76.46,0.0,11.89
3847,3848,1996.0,1 - Basic,5193.0,2.0,1.0,462.21,0.196182274137135,452.53,18.9,93.35,28.56,12.78
3848,3849,1988.0,2 - High School,3128.0,1.0,1.0,266.71,0.581285525635873,185.37,148.35,302.28,18.67,42.01
3849,3850,1988.0,1 - Basic,1470.0,2.0,1.0,4.45000000000005,0.970929945610866,34.23,521.2,219.93,104.13,133.58
3850,3851,1984.0,4 - PhD,3661.0,1.0,1.0,488.21,0.1988104158861,525.32,44.45,59.01,-0.11,11.89
3851,3852,1987.0,1 - Basic,6647.0,1.0,1.0,302.06,0.541733805994199,169.81,157.25,100.02,270.94,15.67
3852,3853,1993.0,3 - BSc/MSc,3124.0,3.0,1.0,-200.59,1.2118809730669,164.92,323.4,164.81,57.01,118.58
3853,3854,1996.0,2 - High School,1974.0,4.0,1.0,156.92,0.757339700409503,114.91,197.25,251.16,126.69,59.68
3854,3855,1977.0,1 - Basic,1733.0,4.0,0.0,-244.04,1.14237151529727,20.45,1198.0,80.57,63.9,175.59
3855,3856,1975.0,4 - PhD,3866.0,4.0,1.0,200.71,0.681955247435464,225.71,153.35,254.27,40.12,36.23
3856,3857,1983.0,3 - BSc/MSc,2459.0,2.0,1.0,-35.78,1.01299922824619,234.71,312.85,252.27,10.78,18.67
3857,3858,1996.0,3 - BSc/MSc,6290.0,1.0,1.0,-21.11,0.993689674750588,441.64,29.45,114.02,25.56,5.78
3858,3859,1985.0,2 - High School,8841.0,1.0,1.0,90.46,0.827473364911914,384.96,83.9,168.81,4.0,27.56
3859,3860,1983.0,2 - High School,5628.0,1.0,1.0,-38.89,1.01848943080773,369.07,182.8,160.92,24.56,13.89
3860,3861,1988.0,3 - BSc/MSc,4385.0,2.0,1.0,-36.0,1.01611579934365,459.31,94.45,106.02,5.89,16.89
3861,3862,1984.0,3 - BSc/MSc,7252.0,4.0,0.0,378.29,0.597679592182839,156.03,530.65,188.37,103.02,24.34
3862,3863,1982.0,2 - High School,5703.0,1.0,1.0,123.92,0.792694470738905,418.3,161.7,119.8,5.78,12.78
3863,3864,1989.0,3 - BSc/MSc,6305.0,4.0,1.0,-28.89,1.00648084900788,338.51,23.9,188.59,3.89,45.34
3864,3865,1977.0,1 - Basic,1794.0,1.0,1.0,286.61,0.706791749783583,113.02,573.45,177.7,100.24,98.35
3865,3866,1988.0,4 - PhD,5749.0,1.0,1.0,46.36,0.888812714241197,398.63,82.25,150.25,-0.11,10.78
3866,3867,1978.0,2 - High School,6194.0,4.0,1.0,239.83,0.63668166602645,204.15,191.15,250.38,22.56,60.68
3867,3868,1984.0,3 - BSc/MSc,7469.0,4.0,0.0,528.43,0.251352740652562,409.52,152.8,129.58,8.89,38.45
3868,3869,1978.0,2 - High School,8417.0,1.0,0.0,248.94,0.709760128835396,219.93,442.3,206.04,64.79,10.78
3869,3870,1978.0,3 - BSc/MSc,5883.0,2.0,1.0,-21.5400000000001,0.994171944481876,444.64,18.35,104.02,5.89,20.78
3870,3871,1984.0,2 - High School,6848.0,1.0,0.0,444.43,0.484369507908612,218.93,396.75,180.59,72.68,41.45
3871,3872,1979.0,3 - BSc/MSc,4352.0,2.0,1.0,-45.0,1.03454231433506,491.87,-20.0,76.68,11.67,18.78
3872,3873,1994.0,3 - BSc/MSc,3910.0,3.0,1.0,-18.11,0.989450475417617,228.82,55.0,320.06,6.89,42.34
3873,3874,1989.0,2 - High School,7148.0,3.0,1.0,410.53,0.389945652173913,277.94,171.15,242.38,8.89,13.56
3874,3875,1983.0,2 - High School,5083.0,3.0,1.0,463.2,0.230648008068583,442.64,39.45,122.8,11.78,17.89
3875,3876,1982.0,4 - PhD,2542.0,1.0,0.0,27.23,0.931127696608471,336.84,186.7,152.25,30.34,52.23
3876,3877,1988.0,4 - PhD,3059.0,1.0,1.0,500.21,0.104592880523732,513.32,4.45,56.9,9.89,2.0
3877,3878,1980.0,3 - BSc/MSc,2666.0,1.0,1.0,202.83,0.597558821451283,286.83,-6.1,175.7,52.9,56.79
3878,3879,1986.0,3 - BSc/MSc,2851.0,1.0,1.0,520.67,0.402306782334385,201.37,406.2,165.92,87.35,52.12
3879,3880,1977.0,3 - BSc/MSc,7465.0,4.0,1.0,226.95,0.581255817045606,224.71,33.35,278.83,29.34,35.45
3880,3881,1983.0,3 - BSc/MSc,3953.0,4.0,1.0,176.93,0.764111490117284,207.93,335.05,301.28,-3.0,14.78
3881,3882,1991.0,2 - High School,2465.0,2.0,1.0,80.8,0.8744183838192,160.14,305.6,270.94,-4.0,109.8
3882,3883,1982.0,3 - BSc/MSc,7019.0,4.0,1.0,-72.0,1.08899661055462,460.31,-40.0,109.8,-5.0,3.0
3883,3884,1987.0,3 - BSc/MSc,6294.0,1.0,1.0,-28.1100000000001,1.00427385664028,507.54,158.35,56.9,0.89,4.0
3884,3885,1997.0,2 - High School,2881.0,4.0,1.0,425.43,0.429633287747556,169.7,288.4,272.94,51.01,7.67
3885,3886,1985.0,3 - BSc/MSc,4961.0,3.0,1.0,-20.11,0.991918824676505,522.43,5.0,66.9,5.89,4.89
3886,3887,1980.0,2 - High School,4841.0,4.0,1.0,540.88,0.147925073781847,483.98,88.9,86.46,-7.0,11.78
3887,3888,1989.0,2 - High School,3510.0,1.0,1.0,-162.44,1.26279158699809,452.64,-70.0,135.58,5.89,-1.11
3888,3889,1990.0,4 - PhD,7762.0,1.0,0.0,194.6,0.651494953342221,225.6,68.9,302.5,19.56,13.56
3889,3890,1988.0,4 - PhD,6178.0,4.0,0.0,495.65,0.211411174893598,456.42,88.9,90.24,7.78,16.89
3890,3891,1985.0,2 - High School,3529.0,4.0,1.0,-25.0,1.0,64.79,333.4,241.49,93.13,106.91
3891,3892,1981.0,2 - High School,7026.0,4.0,0.0,407.29,0.389524374399819,303.39,128.9,214.15,43.23,18.45
3892,3893,1988.0,1 - Basic,4121.0,2.0,1.0,176.16,0.615453728661276,270.83,-55.0,186.37,67.79,53.12
3893,3894,1982.0,2 - High School,6898.0,4.0,0.0,-56.4499999999998,1.02466434531652,98.02,855.15,257.16,16.67,48.12
3894,3895,1985.0,3 - BSc/MSc,3969.0,1.0,1.0,226.38,0.617125624466918,233.71,64.45,330.84,9.89,17.67
3895,3896,1994.0,2 - High School,7401.0,4.0,1.0,22.23,0.930157932095114,334.62,112.8,128.58,53.01,47.23
3896,3897,1977.0,2 - High School,3648.0,1.0,1.0,338.4,0.452446962391514,349.62,83.35,209.04,13.78,7.89
3897,3898,1978.0,3 - BSc/MSc,7716.0,3.0,0.0,232.38,0.616303164924939,235.71,78.35,306.39,21.67,28.67
3898,3899,1975.0,3 - BSc/MSc,1571.0,4.0,1.0,-95.5700000000002,1.07095029357355,244.49,524.55,111.91,43.12,70.57
3899,3900,1997.0,1 - Basic,1652.0,1.0,1.0,1190.12,0.237040385774563,56.9,1280.8,97.13,65.68,92.13
3900,3901,1987.0,1 - Basic,1585.0,4.0,1.0,74.4599999999998,0.913235396747854,109.13,677.9,204.04,82.46,72.79
3901,3902,1991.0,4 - PhD,7582.0,3.0,1.0,-60.55,1.06516240193563,466.2,-30.55,96.13,-5.0,18.78
3902,3903,1978.0,3 - BSc/MSc,2151.0,3.0,1.0,-89.89,1.12016666666667,408.19,-35.0,160.14,5.89,0.78
3903,3904,1985.0,2 - High School,5052.0,1.0,1.0,-51.4499999999999,1.03884450449392,277.72,151.15,182.48,26.45,43.12
3904,3905,1987.0,2 - High School,5231.0,4.0,1.0,-3.66000000000008,0.965162596317096,432.08,14.45,149.14,5.0,11.89
3905,3906,1978.0,4 - PhD,3125.0,2.0,1.0,-93.4300000000001,1.1270610516934,473.98,-40.55,78.68,12.67,13.78
3906,3907,1991.0,2 - High School,8305.0,2.0,0.0,-40.3300000000002,1.01969222073785,235.6,250.6,220.82,76.57,-5.11
3907,3908,1981.0,2 - High School,9025.0,1.0,1.0,37.9,0.940678285800513,193.48,582.9,209.15,11.89,62.9
3908,3909,1981.0,3 - BSc/MSc,7274.0,2.0,0.0,195.7,0.707088537035317,182.48,216.7,285.61,32.34,36.34
3909,3910,1998.0,3 - BSc/MSc,4938.0,1.0,1.0,-46.8900000000001,1.0340902012085,509.43,73.9,66.9,1.89,-10.0
3910,3911,1985.0,1 - Basic,4584.0,1.0,1.0,-8.33000000000004,0.975813939991875,363.4,102.8,161.14,45.23,16.67
3911,3912,1983.0,2 - High School,6662.0,1.0,0.0,-73.23,1.059378270237,306.17,241.7,174.81,41.34,48.23
3912,3913,1990.0,3 - BSc/MSc,7196.0,4.0,1.0,-60.12,1.05712426805465,277.72,77.25,224.71,13.67,21.45
3913,3914,1993.0,4 - PhD,5595.0,4.0,1.0,413.88,0.175037593984962,539.77,-45.0,32.34,6.89,-2.0
3914,3915,1977.0,3 - BSc/MSc,6069.0,1.0,1.0,179.15,0.758413802896904,241.49,325.05,158.92,78.46,41.12
3915,3916,1978.0,2 - High School,2196.0,1.0,1.0,266.28,0.660401995989367,145.14,338.4,257.16,47.12,69.9
3916,3917,1988.0,2 - High School,3770.0,4.0,1.0,308.41,0.388866485812743,397.74,-45.55,165.81,18.78,8.78
3917,3918,1985.0,2 - High School,2263.0,1.0,0.0,84.91,0.861483591268841,79.57,250.6,201.15,109.91,152.25
3918,3919,1994.0,2 - High School,4804.0,3.0,1.0,393.19,0.405329692988069,416.08,128.9,95.24,30.45,32.56
3919,3920,1994.0,3 - BSc/MSc,6581.0,4.0,0.0,242.6,0.698022930396317,189.48,358.95,246.38,87.35,4.0
3920,3921,1998.0,4 - PhD,4292.0,1.0,1.0,388.07,0.469688799876752,161.81,246.15,204.04,36.34,130.58
3921,3922,1977.0,3 - BSc/MSc,4285.0,3.0,1.0,178.04,0.718921313472507,288.5,176.7,172.92,57.9,26.34
3922,3923,1992.0,3 - BSc/MSc,6201.0,1.0,0.0,326.73,0.423393442622951,338.84,10.0,154.03,94.24,12.89
3923,3924,1980.0,3 - BSc/MSc,5881.0,1.0,1.0,412.33,0.204217919790378,512.43,-35.55,73.68,-4.0,3.0
3924,3925,1985.0,2 - High School,6819.0,2.0,0.0,407.97,0.367113956615798,416.41,103.9,147.25,10.78,5.78
3925,3926,1981.0,4 - PhD,7516.0,4.0,0.0,564.99,0.180205091151623,443.86,143.35,118.91,10.78,2.78
3926,3927,1980.0,2 - High School,5920.0,1.0,1.0,-36.89,1.0186200200451,532.99,54.45,37.23,12.89,1.0
3927,3928,1985.0,2 - High School,2281.0,4.0,1.0,167.48,0.817760062110037,131.58,560.1,290.72,12.89,60.9
3928,3929,1992.0,2 - High School,2689.0,2.0,1.0,360.41,0.453257107189468,205.15,176.15,155.03,86.35,82.24
3929,3930,1992.0,3 - BSc/MSc,6715.0,4.0,0.0,383.97,0.300917933026786,407.3,28.9,147.14,-0.11,1.78
3930,3931,1982.0,2 - High School,1253.0,4.0,1.0,-236.15,1.15598105917899,67.57,933.5,141.47,153.03,58.12
3931,3932,1989.0,2 - High School,5937.0,4.0,1.0,208.71,0.702420515171193,273.94,245.6,180.48,45.12,40.23
3932,3933,1990.0,3 - BSc/MSc,5756.0,1.0,1.0,453.65,0.276482858697624,506.65,84.45,78.46,1.0,-9.0
3933,3934,1989.0,3 - BSc/MSc,4618.0,1.0,0.0,-62.0,1.06491228070175,538.99,-5.0,45.01,-3.0,-6.0
3934,3935,1996.0,4 - PhD,8109.0,1.0,0.0,-50.99,1.05070625877946,315.95,-45.55,217.82,19.56,4.78
3935,3936,1985.0,2 - High School,6931.0,4.0,0.0,704.04,0.249680951792845,208.04,484.55,181.7,30.45,66.9
3936,3937,1988.0,3 - BSc/MSc,3338.0,4.0,0.0,-140.69,1.09614873175759,109.02,784.05,139.36,143.25,27.56
3937,3938,1981.0,1 - Basic,4330.0,3.0,0.0,7.34000000000003,0.9679548156956,121.69,559.0,202.15,47.01,79.35
3938,3939,1988.0,2 - High School,6051.0,4.0,1.0,363.4,0.569744771357675,322.95,388.4,122.8,50.12,18.45
3939,3940,1974.0,3 - BSc/MSc,6041.0,4.0,0.0,338.51,0.444369717071978,213.82,73.9,290.72,40.23,35.56
3940,3941,1982.0,3 - BSc/MSc,4742.0,3.0,1.0,-40.5600000000001,1.02450393700787,506.65,25.0,62.79,16.78,23.78
3941,3942,1984.0,2 - High School,2967.0,1.0,1.0,-129.91,1.14644871293763,107.91,176.7,259.16,67.68,104.91
3942,3943,1976.0,1 - Basic,7407.0,3.0,0.0,135.81,0.796308962861631,149.14,235.6,127.69,26.56,250.49
3943,3944,1976.0,3 - BSc/MSc,6391.0,3.0,1.0,113.8,0.793353978084802,434.75,118.35,98.13,10.78,9.67
3944,3945,1985.0,4 - PhD,3048.0,1.0,1.0,446.31,0.280574551227256,409.3,73.9,132.47,27.56,11.89
3945,3946,1986.0,2 - High School,4587.0,3.0,1.0,-61.3299999999999,1.06515890666475,156.92,-35.55,319.17,58.9,58.12
3946,3947,1992.0,4 - PhD,4495.0,1.0,1.0,558.66,0.0706050955414013,550.66,40.0,34.34,4.0,-1.0
3947,3948,1978.0,3 - BSc/MSc,5794.0,1.0,1.0,-80.7600000000001,1.10008615738082,314.06,-1.1,211.04,38.23,-5.11
3948,3949,1981.0,4 - PhD,5197.0,4.0,1.0,-46.0999999999999,1.03560820845146,439.86,-10.55,106.13,41.23,15.89
3949,3950,1980.0,2 - High School,7723.0,3.0,0.0,224.49,0.595134933385262,257.38,48.9,253.16,35.23,21.56
3950,3951,1986.0,3 - BSc/MSc,6363.0,4.0,0.0,215.71,0.607113127784941,153.03,59.45,371.96,31.34,-3.11
3951,3952,1981.0,4 - PhD,7363.0,1.0,1.0,57.4599999999999,0.87859961133031,391.52,122.8,102.02,40.34,22.56
3952,3953,1978.0,3 - BSc/MSc,2936.0,1.0,1.0,7.23000000000002,0.95752503953611,219.71,212.25,282.61,-6.0,50.23
3953,3954,1977.0,3 - BSc/MSc,7570.0,3.0,0.0,-53.4500000000002,1.04656301145663,288.72,15.0,278.83,0.89,27.56
3954,3955,1996.0,1 - Basic,3428.0,4.0,1.0,269.39,0.579659032497573,174.7,146.7,195.26,119.69,64.01
3955,3956,1975.0,2 - High School,3348.0,3.0,1.0,152.81,0.739419074975087,121.91,116.7,128.47,129.69,185.59
3956,3957,1994.0,1 - Basic,4936.0,4.0,1.0,419.31,0.243083475298126,464.31,-10.0,113.02,9.78,9.89
3957,3958,1992.0,3 - BSc/MSc,2204.0,1.0,1.0,181.93,0.707507032100301,215.93,166.7,325.95,1.89,-3.0
3958,3959,1974.0,2 - High School,5566.0,4.0,1.0,-92.68,1.08529515551747,170.92,245.6,253.27,67.68,56.01
3959,3960,1979.0,2 - High School,6185.0,4.0,0.0,-165.14,1.21087636932707,227.93,89.45,207.04,122.69,17.45
3960,3961,1985.0,2 - High School,7793.0,4.0,0.0,-39.7799999999999,1.02167409666823,110.91,131.15,261.27,152.14,26.45
3961,3962,1983.0,1 - Basic,3850.0,4.0,1.0,654.46,0.336445403673936,134.36,545.1,214.93,63.79,65.79
3962,3963,1976.0,3 - BSc/MSc,6666.0,3.0,0.0,227.05,0.664991958743703,331.84,215.6,158.92,41.23,4.78
3963,3964,1998.0,2 - High School,7416.0,4.0,0.0,2.45000000000005,0.969324124983237,115.69,402.3,311.17,38.23,27.45
3964,3965,1976.0,3 - BSc/MSc,4944.0,3.0,1.0,-56.5600000000001,1.0466781044785,473.31,83.9,87.35,18.78,12.78
3965,3966,1986.0,3 - BSc/MSc,8389.0,4.0,0.0,-24.33,0.999104995992519,120.58,224.5,283.61,14.67,105.24
3966,3967,1984.0,3 - BSc/MSc,4621.0,3.0,1.0,414.53,0.43684655596556,387.63,260.6,65.68,14.67,51.9
3967,3968,1983.0,3 - BSc/MSc,3234.0,4.0,1.0,192.59,0.714583661262396,162.81,211.7,366.18,7.89,13.78
3968,3969,1980.0,2 - High School,5940.0,4.0,1.0,123.58,0.80524825669795,319.84,226.15,91.24,48.12,77.57
3969,3970,1985.0,2 - High School,5056.0,3.0,1.0,453.09,0.243672087578308,468.2,58.9,83.46,9.89,11.67
3970,3971,1995.0,3 - BSc/MSc,4585.0,1.0,1.0,-67.6700000000001,1.07446771378709,401.41,-25.0,165.03,17.67,13.89
3971,3972,1985.0,1 - Basic,3072.0,1.0,1.0,804.48,0.13949893666684,151.25,447.3,134.47,81.57,149.36
3973,3974,1992.0,2 - High School,2349.0,1.0,1.0,-11.22,0.983309108527132,248.27,304.5,224.71,34.34,13.78
3974,3975,1984.0,3 - BSc/MSc,6710.0,1.0,1.0,-32.11,1.01066478670427,502.76,88.35,64.68,1.89,9.0
3975,3976,1989.0,3 - BSc/MSc,6175.0,3.0,1.0,601.9,0.242105517674936,322.95,303.95,142.25,9.89,48.12
3976,3977,1995.0,2 - High School,3707.0,2.0,1.0,160.37,0.750816631044078,98.02,202.25,315.17,20.56,107.91
3977,3978,1986.0,3 - BSc/MSc,5360.0,1.0,1.0,-24.0,0.9983066919534,527.21,4.45,52.01,1.0,5.89
3978,3979,1997.0,2 - High School,7623.0,4.0,1.0,28.12,0.92473788608671,344.62,142.25,150.25,53.12,15.56
3979,3980,1977.0,2 - High School,1718.0,3.0,0.0,379.51,0.520745462300365,87.24,320.05,163.81,84.46,188.48
3980,3981,1986.0,2 - High School,3460.0,4.0,1.0,-3.55000000000007,0.974569640062598,239.49,300.6,224.82,28.56,50.01
3981,3982,1975.0,3 - BSc/MSc,4880.0,4.0,1.0,389.08,0.364488850008441,167.92,68.35,211.93,177.81,25.56
3982,3983,1978.0,4 - PhD,4909.0,3.0,1.0,-28.55,1.00614654754484,546.77,-15.55,34.34,2.0,10.0
3983,3984,1998.0,3 - BSc/MSc,6575.0,2.0,1.0,-122.43,1.18506980719916,531.99,-45.55,39.23,2.89,-2.11
3984,3985,1991.0,2 - High School,5909.0,4.0,1.0,52.25,0.878520545360193,315.06,77.25,169.92,34.45,39.23
3985,3986,1988.0,2 - High School,4719.0,4.0,1.0,54.4499999999999,0.88026704442703,474.2,79.45,103.02,6.89,0.0
3986,3987,1986.0,1 - Basic,2176.0,4.0,1.0,725.36,0.385736271652641,44.12,790.7,223.82,84.46,78.46
3987,3988,1988.0,2 - High School,2919.0,2.0,1.0,-52.5400000000001,1.04904195455517,383.96,-25.55,155.03,24.56,23.56
3988,3989,1983.0,3 - BSc/MSc,7997.0,4.0,1.0,-53.42,1.05147431717743,470.2,-16.1,87.46,6.78,3.78
3989,3990,1987.0,3 - BSc/MSc,2066.0,4.0,1.0,28.4499999999999,0.916296041092458,370.96,59.45,203.26,-2.0,6.89
3990,3991,1987.0,3 - BSc/MSc,3463.0,4.0,1.0,123.03,0.813573623495038,211.15,255.05,265.05,62.9,-0.11
3991,3992,1994.0,4 - PhD,6968.0,3.0,1.0,111.9,0.804274787332904,388.74,99.45,152.25,10.78,48.23
3992,3993,1996.0,3 - BSc/MSc,7369.0,1.0,1.0,-103.35,1.10083136003295,333.95,240.05,124.69,63.79,14.56
3993,3994,1978.0,3 - BSc/MSc,5638.0,1.0,1.0,317.75,0.366451016635859,399.41,-45.0,153.25,17.56,15.78
3994,3995,1997.0,3 - BSc/MSc,4470.0,1.0,1.0,473.22,0.0884440866510539,552.77,-45.55,41.34,-3.0,1.0
3995,3996,1989.0,2 - High School,2500.0,1.0,1.0,117.25,0.851314909273351,34.34,428.4,287.72,107.91,98.35
3996,3997,1976.0,3 - BSc/MSc,4006.0,3.0,1.0,3.34999999999991,0.954168485377564,270.83,28.35,166.03,68.79,84.57
3997,3998,1995.0,3 - BSc/MSc,4961.0,1.0,1.0,477.32,0.187184466019417,508.32,55.0,57.79,-6.0,2.89
3998,3999,1982.0,3 - BSc/MSc,2553.0,3.0,1.0,28.23,0.933528971028971,279.94,222.25,224.82,20.56,53.23
3999,4000,1981.0,2 - High School,6844.0,4.0,0.0,-9.22000000000003,0.981227694503926,215.04,314.5,205.04,45.12,60.9
4000,4001,1986.0,1 - Basic,1294.0,4.0,1.0,-258.6,1.21672171299217,61.01,622.35,83.35,233.6,77.57
4001,4002,1988.0,1 - Basic,2275.0,4.0,1.0,-73.12,1.06904666245767,79.35,171.15,200.26,147.14,99.02
4002,4003,1994.0,3 - BSc/MSc,6189.0,4.0,1.0,481.43,0.250355260820653,508.43,84.45,62.9,8.89,10.89
4003,4004,1995.0,3 - BSc/MSc,2771.0,4.0,1.0,450.21,0.20667434600424,447.75,3.9,123.8,4.78,18.78
4004,4005,1994.0,2 - High School,8197.0,3.0,0.0,-29.22,1.00728691808261,416.3,3.9,151.14,13.78,-6.0
4005,4006,1979.0,2 - High School,4301.0,1.0,0.0,156.7,0.809016281440839,245.6,422.85,163.03,56.01,63.9
4006,4007,1982.0,2 - High School,2501.0,1.0,1.0,757.26,0.244419545836513,198.26,584.0,200.15,1.89,51.01
4007,4008,1975.0,3 - BSc/MSc,6090.0,3.0,1.0,359.51,0.49629270593167,204.37,196.7,282.83,31.45,48.01
4008,4009,1983.0,3 - BSc/MSc,4884.0,1.0,1.0,-47.88,1.03873501726823,385.96,13.35,155.14,28.56,7.67
4009,4010,1982.0,2 - High School,3042.0,3.0,1.0,459.41,0.36744580830504,303.5,212.25,211.04,31.34,7.67
4010,4011,1975.0,2 - High School,5397.0,3.0,0.0,488.33,0.115131352134041,451.53,-6.1,57.9,8.89,67.9
4011,4012,1980.0,3 - BSc/MSc,3996.0,3.0,1.0,394.86,0.43049753133308,434.75,172.8,114.8,2.89,12.0
4012,4013,1974.0,3 - BSc/MSc,6016.0,1.0,1.0,-7.44000000000005,0.974706153491588,384.96,127.8,141.25,17.56,22.67
4013,4014,1995.0,1 - Basic,7974.0,1.0,1.0,39.01,0.9325472095768,289.72,441.2,154.03,47.12,16.89
4014,4015,1984.0,3 - BSc/MSc,3486.0,1.0,1.0,357.74,0.428567162842085,382.74,113.35,136.47,4.89,32.34
4015,4016,1976.0,3 - BSc/MSc,4383.0,4.0,1.0,-95.22,1.13452107279693,389.74,-70.0,190.48,-0.11,11.89
4016,4017,1977.0,3 - BSc/MSc,7503.0,4.0,0.0,258.39,0.53509088522869,239.38,44.45,281.72,40.12,3.89
4017,4018,1986.0,2 - High School,8449.0,1.0,0.0,334.4,0.472347422665277,377.07,107.8,158.14,17.67,20.45
4018,4019,1996.0,3 - BSc/MSc,8272.0,2.0,0.0,150.92,0.77713590757069,207.26,246.7,288.5,31.34,15.56
4019,4020,1995.0,3 - BSc/MSc,6685.0,4.0,1.0,-40.55,1.02701716589061,389.74,-15.55,165.03,16.67,19.67
4020,4021,1985.0,1 - Basic,3925.0,2.0,0.0,152.59,0.732012434357458,58.01,73.35,214.04,213.04,104.24
4021,4022,1986.0,1 - Basic,6927.0,4.0,0.0,102.8,0.870758962431107,168.81,496.2,135.36,30.34,158.14
4022,4023,1995.0,3 - BSc/MSc,2591.0,3.0,1.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0
4023,4024,1995.0,2 - High School,681.0,4.0,0.0,820.71,0.129489145762782,115.8,466.75,125.8,151.25,111.91
4024,4025,1983.0,2 - High School,4473.0,3.0,1.0,330.18,0.500850232584286,331.73,148.35,186.48,23.45,21.56
4025,4026,1997.0,3 - BSc/MSc,4758.0,4.0,1.0,261.5,0.620931463350093,298.5,207.25,229.6,24.45,-4.0
4026,4027,1989.0,3 - BSc/MSc,5587.0,2.0,1.0,-30.6700000000001,1.00708714564272,390.52,285.05,48.01,70.79,5.67
4027,4028,1993.0,3 - BSc/MSc,8154.0,3.0,0.0,261.84,0.627499870136616,317.17,210.05,126.69,39.34,76.79
4028,4029,1985.0,2 - High School,5590.0,4.0,0.0,784.03,0.175166184087109,239.49,472.3,164.03,3.89,101.13
4029,4030,1984.0,2 - High School,4555.0,4.0,1.0,-12.75,0.978475541186393,241.49,-1.1,308.28,-6.0,26.45
4030,4031,1997.0,3 - BSc/MSc,6234.0,4.0,1.0,-25.0,1.0,294.39,77.8,151.14,40.34,74.46
4031,4032,1995.0,3 - BSc/MSc,6393.0,2.0,1.0,555.77,0.254390694808196,349.62,231.15,99.13,26.56,72.46
4032,4033,1976.0,2 - High School,2645.0,1.0,0.0,129.25,0.886786498051333,176.81,947.95,85.35,22.56,129.8
4033,4034,1978.0,3 - BSc/MSc,9431.0,2.0,0.0,62.35,0.87234011457968,346.51,117.8,105.02,42.23,72.68
4034,4035,1992.0,1 - Basic,7044.0,4.0,0.0,553.43,0.380138454284367,185.7,393.95,145.36,184.48,23.67
4035,4036,1978.0,2 - High School,665.0,2.0,1.0,200.61,0.691852762412074,113.91,195.05,304.17,88.46,30.56
4036,4037,1977.0,2 - High School,3005.0,4.0,1.0,92.91,0.848405759835433,235.6,217.25,207.04,51.12,66.79
4037,4038,1984.0,2 - High School,8354.0,4.0,0.0,496.87,0.366262690047117,262.94,280.6,218.04,21.67,40.23
4038,4039,1982.0,3 - BSc/MSc,1644.0,1.0,1.0,373.96,0.453995538463644,251.49,147.25,272.83,29.45,29.67
4039,4040,1979.0,3 - BSc/MSc,5434.0,1.0,0.0,211.94,0.687249208025343,419.08,249.5,56.9,19.56,12.56
4040,4041,1975.0,2 - High School,6462.0,4.0,0.0,308.72,0.472512882116777,158.14,325.05,0.0,44.23,105.24
4041,4042,1976.0,2 - High School,8830.0,4.0,0.0,296.28,0.462742474916388,318.06,20.0,210.04,16.56,33.34
4042,4043,1976.0,3 - BSc/MSc,7963.0,4.0,0.0,524.77,0.171484115980469,549.77,74.45,37.34,0.0,2.0
